source_url,anchor_text,raw_href,resolved_url,status_code,final_url,redirect_count,canonical_url,issue,root_cause,anchor_markup
admin/youth-intro.html,Bully Proof,/sensei-bully,https://senseisandy.com/sensei-bully,200_LOCAL,https://senseisandy.com/sensei-bully,0,https://senseisandy.com/sensei-bully,,CTA COMPONENT,"href=""/sensei-bully"""
admin/youth-intro.html,How Class Works,/how-class-works,https://senseisandy.com/how-class-works,200_LOCAL,https://senseisandy.com/how-class-works,0,https://senseisandy.com/how-class-works,,CTA COMPONENT,"href=""/how-class-works"""
admin/youth-intro.html,Success Stories,/success-stories,https://senseisandy.com/success-stories,200_LOCAL,https://senseisandy.com/success-stories,0,https://senseisandy.com/success-stories,,CTA COMPONENT,"href=""/success-stories"""
admin/youth-intro.html,Pricing,/options-pricing,https://senseisandy.com/options-pricing,200_LOCAL,https://senseisandy.com/options-pricing,0,https://senseisandy.com/options-pricing,,CTA COMPONENT,"href=""/options-pricing"""
admin/youth-intro.html,Bio,/bio,https://senseisandy.com/bio,200_LOCAL,https://senseisandy.com/bio,0,https://senseisandy.com/bio,,CTA COMPONENT,"href=""/bio"""
admin/youth-intro.html,Studio Tour,/sensei-studio,https://senseisandy.com/sensei-studio,200_LOCAL,https://senseisandy.com/sensei-studio,0,https://senseisandy.com/sensei-studio,,CTA COMPONENT,"href=""/sensei-studio"""
admin/youth-intro.html,FAQ,/bjj-faqs,https://senseisandy.com/bjj-faqs,200_LOCAL,https://senseisandy.com/bjj-faqs,0,https://senseisandy.com/bjj-faqs,,CTA COMPONENT,"href=""/bjj-faqs"""
admin/youth-intro.html,Tannersville,/bjj-classes/tannersville-ny,https://senseisandy.com/bjj-classes/tannersville-ny,200_LOCAL,https://senseisandy.com/bjj-classes/tannersville-ny,0,https://senseisandy.com/bjj-classes/tannersville-ny,,CTA COMPONENT,"href=""/bjj-classes/tannersville-ny"""
admin/youth-intro.html,Hunter,/bjj-classes/hunter-ny,https://senseisandy.com/bjj-classes/hunter-ny,200_LOCAL,https://senseisandy.com/bjj-classes/hunter-ny,0,https://senseisandy.com/bjj-classes/hunter-ny,,CTA COMPONENT,"href=""/bjj-classes/hunter-ny"""
admin/youth-intro.html,Windham,/bjj-classes/windham-ny,https://senseisandy.com/bjj-classes/windham-ny,200_LOCAL,https://senseisandy.com/bjj-classes/windham-ny,0,https://senseisandy.com/bjj-classes/windham-ny,,CTA COMPONENT,"href=""/bjj-classes/windham-ny"""
admin/youth-intro.html,Haines Falls,/bjj-classes/haines-falls-ny,https://senseisandy.com/bjj-classes/haines-falls-ny,200_LOCAL,https://senseisandy.com/bjj-classes/haines-falls-ny,0,https://senseisandy.com/bjj-classes/haines-falls-ny,,CTA COMPONENT,"href=""/bjj-classes/haines-falls-ny"""
admin/youth-intro.html,Woodstock,/nearby-towns,https://senseisandy.com/nearby-towns,200_LOCAL,https://senseisandy.com/nearby-towns,0,https://senseisandy.com/nearby-towns,,CTA COMPONENT,"href=""/nearby-towns"""
admin/youth-intro.html,Nearby Towns,/nearby-towns,https://senseisandy.com/nearby-towns,200_LOCAL,https://senseisandy.com/nearby-towns,0,https://senseisandy.com/nearby-towns,,CTA COMPONENT,"href=""/nearby-towns"""
admin/youth-intro.html,Blog,/blog,https://senseisandy.com/blog,200_LOCAL,https://senseisandy.com/blog,0,https://senseisandy.com/blog,,CTA COMPONENT,"href=""/blog"""
admin/youth-intro.html,BJJ Glossary,/bjj-glossary,https://senseisandy.com/bjj-glossary,200_LOCAL,https://senseisandy.com/bjj-glossary,0,https://senseisandy.com/bjj-glossary,,CTA COMPONENT,"href=""/bjj-glossary"""
admin/youth-intro.html,BJJ Stretches,/bjj-stretches,https://senseisandy.com/bjj-stretches,200_LOCAL,https://senseisandy.com/bjj-stretches,0,https://senseisandy.com/bjj-stretches,,CTA COMPONENT,"href=""/bjj-stretches"""
admin/youth-intro.html,BJJ Videos,,,SKIPPED,,,,empty_or_fake_navigation,CTA COMPONENT,"href="""""
admin/youth-intro.html,Sensei Jiu-Jitsu,/sensei-jiu-jitsu,https://senseisandy.com/sensei-jiu-jitsu,200_LOCAL,https://senseisandy.com/sensei-jiu-jitsu,0,https://senseisandy.com/sensei-jiu-jitsu,,CTA COMPONENT,"href=""/sensei-jiu-jitsu"""
admin/youth-intro.html,Community Partners,/community-partners,https://senseisandy.com/community-partners,200_LOCAL,https://senseisandy.com/community-partners,0,https://senseisandy.com/community-partners,,CTA COMPONENT,"href=""/community-partners"""
admin/youth-intro.html,Hospitality Partners,/partners-hospitality-hunter-windham,https://senseisandy.com/partners-hospitality-hunter-windham,200_LOCAL,https://senseisandy.com/partners-hospitality-hunter-windham,0,https://senseisandy.com/partners-hospitality-hunter-windham,,CTA COMPONENT,"href=""/partners-hospitality-hunter-windham"""
admin/youth-intro.html,Wellness Partners,/partners-wellness-pt-referrals,https://senseisandy.com/partners-wellness-pt-referrals,200_LOCAL,https://senseisandy.com/partners-wellness-pt-referrals,0,https://senseisandy.com/partners-wellness-pt-referrals,,CTA COMPONENT,"href=""/partners-wellness-pt-referrals"""
admin/youth-intro.html,Call,tel:+19177368649,null+19177368649,EXTERNAL_OR_SKIPPED,,,,,CTA COMPONENT,"href=""tel:+19177368649"" class=""ss-new-footer-contact-link"""
admin/youth-intro.html,Text,sms:+19177368649?body=Hi%20Sandy%2C%20I%20have%20a%20question,null+19177368649?body=Hi%20Sandy%2C%20I%20have%20a%20question,EXTERNAL_OR_SKIPPED,,,,,CTA COMPONENT,"href=""sms:+19177368649?body=Hi%20Sandy%2C%20I%20have%20a%20question"" class=""ss-new-footer-contact-link"""
admin/youth-intro.html,Email,mailto:sandy@senseisandy.com,nullsandy@senseisandy.com,EXTERNAL_OR_SKIPPED,,,,,CTA COMPONENT,"href=""mailto:sandy@senseisandy.com"" class=""ss-new-footer-contact-link"""
admin/youth-intro.html,Questions about starting? Text Sandy,sms:+19177368649?body=Hi%20Sandy%2C%20I%20have%20a%20question,null+19177368649?body=Hi%20Sandy%2C%20I%20have%20a%20question,EXTERNAL_OR_SKIPPED,,,,,CTA COMPONENT,"class=""ss-action-primary"" href=""sms:+19177368649?body=Hi%20Sandy%2C%20I%20have%20a%20question"" data-cta-target=""text"" data-cta-placement=""sticky_mobile"""
after-booking-promise.html,Skip to main content,#main-content,https://senseisandy.com/after-booking-promise#main-content,200_LOCAL,https://senseisandy.com/after-booking-promise,0,https://senseisandy.com/after-booking-promise,,CTA COMPONENT,"class=""ss-skip-link"" href=""#main-content"""
after-booking-promise.html,Text Sandy,sms:+19177368649,null+19177368649,EXTERNAL_OR_SKIPPED,,,,,CTA COMPONENT,"class=""ss-topbar-sms"" href=""sms:+19177368649"""
after-booking-promise.html,"Sensei Sandy BJJ Calm, technical Jiu-Jitsu in Tannersville",/,https://senseisandy.com/,200_LOCAL,https://senseisandy.com/,0,https://senseisandy.com/,,CTA COMPONENT,"class=""navbar-brand ss-brand"" href=""/"" aria-label=""Sensei Sandy BJJ homepage"""
after-booking-promise.html,Kids BJJ,/bjj-classes/kids-tannersville-ny,https://senseisandy.com/bjj-classes/kids-tannersville-ny,200_LOCAL,https://senseisandy.com/bjj-classes/kids-tannersville-ny,0,https://senseisandy.com/bjj-classes/kids-tannersville-ny,,CTA COMPONENT,"class=""dropdown-item"" href=""/bjj-classes/kids-tannersville-ny"""
after-booking-promise.html,Teens BJJ,/bjj-classes/teens-tannersville-ny,https://senseisandy.com/bjj-classes/teens-tannersville-ny,200_LOCAL,https://senseisandy.com/bjj-classes/teens-tannersville-ny,0,https://senseisandy.com/bjj-classes/teens-tannersville-ny,,CTA COMPONENT,"class=""dropdown-item"" href=""/bjj-classes/teens-tannersville-ny"""
after-booking-promise.html,Adult BJJ,/bjj-classes/adults-tannersville-ny,https://senseisandy.com/bjj-classes/adults-tannersville-ny,200_LOCAL,https://senseisandy.com/bjj-classes/adults-tannersville-ny,0,https://senseisandy.com/bjj-classes/adults-tannersville-ny,,CTA COMPONENT,"class=""dropdown-item"" href=""/bjj-classes/adults-tannersville-ny"""
after-booking-promise.html,Private Coaching,/private-lessons,https://senseisandy.com/private-lessons,200_LOCAL,https://senseisandy.com/private-lessons,0,https://senseisandy.com/private-lessons,,CTA COMPONENT,"class=""dropdown-item"" href=""/private-lessons"""
after-booking-promise.html,How Class Works,/how-class-works,https://senseisandy.com/how-class-works,200_LOCAL,https://senseisandy.com/how-class-works,0,https://senseisandy.com/how-class-works,,CTA COMPONENT,"class=""dropdown-item"" href=""/how-class-works"""
after-booking-promise.html,Studio Tour,/sensei-studio,https://senseisandy.com/sensei-studio,200_LOCAL,https://senseisandy.com/sensei-studio,0,https://senseisandy.com/sensei-studio,,CTA COMPONENT,"class=""dropdown-item"" href=""/sensei-studio"""
after-booking-promise.html,Safety Walkthrough,/jiu-jitsu-safety-tannersville-ny,https://senseisandy.com/jiu-jitsu-safety-tannersville-ny,200_LOCAL,https://senseisandy.com/jiu-jitsu-safety-tannersville-ny,0,https://senseisandy.com/jiu-jitsu-safety-tannersville-ny,,CTA COMPONENT,"class=""dropdown-item"" href=""/jiu-jitsu-safety-tannersville-ny"""
after-booking-promise.html,Success Stories,/success-stories,https://senseisandy.com/success-stories,200_LOCAL,https://senseisandy.com/success-stories,0,https://senseisandy.com/success-stories,,CTA COMPONENT,"class=""dropdown-item"" href=""/success-stories"""
after-booking-promise.html,Pricing,/options-pricing,https://senseisandy.com/options-pricing,200_LOCAL,https://senseisandy.com/options-pricing,0,https://senseisandy.com/options-pricing,,CTA COMPONENT,"class=""nav-link"" href=""/options-pricing"""
after-booking-promise.html,Parent Hub,/parent-resources,https://senseisandy.com/parent-resources,200_LOCAL,https://senseisandy.com/parent-resources,0,https://senseisandy.com/parent-resources,,CTA COMPONENT,"class=""nav-link"" href=""/parent-resources"""
after-booking-promise.html,Reserve Free Intro,/free-bjj-intro-tannersville-ny#booking-flow,https://senseisandy.com/free-bjj-intro-tannersville-ny#booking-flow,200_LOCAL,https://senseisandy.com/free-bjj-intro-tannersville-ny,0,https://senseisandy.com/free-bjj-intro-tannersville-ny,,CTA COMPONENT,"class=""ss-nav-cta"" href=""/free-bjj-intro-tannersville-ny#booking-flow"""
after-booking-promise.html,Choose Lane,/nearby-towns,https://senseisandy.com/nearby-towns,200_LOCAL,https://senseisandy.com/nearby-towns,0,https://senseisandy.com/nearby-towns,,CTA COMPONENT,"href=""/nearby-towns"""
after-booking-promise.html,Free Intro,/free-bjj-intro-tannersville-ny#booking-flow,https://senseisandy.com/free-bjj-intro-tannersville-ny#booking-flow,200_LOCAL,https://senseisandy.com/free-bjj-intro-tannersville-ny,0,https://senseisandy.com/free-bjj-intro-tannersville-ny,,CTA COMPONENT,"href=""/free-bjj-intro-tannersville-ny#booking-flow"" data-goal-mapping"
after-booking-promise.html,Schedule,/schedule,https://senseisandy.com/schedule,200_LOCAL,https://senseisandy.com/schedule,0,https://senseisandy.com/schedule,,CTA COMPONENT,"href=""/schedule"""
after-booking-promise.html,Holiday Schedule,/holiday-schedule,https://senseisandy.com/holiday-schedule,200_LOCAL,https://senseisandy.com/holiday-schedule,0,https://senseisandy.com/holiday-schedule,,CTA COMPONENT,"href=""/holiday-schedule"""
after-booking-promise.html,Show-Up Kit,/show-up-kit,https://senseisandy.com/show-up-kit,200_LOCAL,https://senseisandy.com/show-up-kit,0,https://senseisandy.com/show-up-kit,,CTA COMPONENT,"href=""/show-up-kit"""
after-booking-promise.html,Parent Guide,/core-culture-parent-guide,https://senseisandy.com/core-culture-parent-guide,200_LOCAL,https://senseisandy.com/core-culture-parent-guide,0,https://senseisandy.com/core-culture-parent-guide,,CTA COMPONENT,"href=""/core-culture-parent-guide"""
after-booking-promise.html,Directions,/bjj-tannersville-ny-directions,https://senseisandy.com/bjj-tannersville-ny-directions,200_LOCAL,https://senseisandy.com/bjj-tannersville-ny-directions,0,https://senseisandy.com/bjj-tannersville-ny-directions,,CTA COMPONENT,"href=""/bjj-tannersville-ny-directions"""
after-booking-promise.html,Contact,/contact,https://senseisandy.com/contact,200_LOCAL,https://senseisandy.com/contact,0,https://senseisandy.com/contact,,CTA COMPONENT,"href=""/contact"""
after-booking-promise.html,All BJJ Classes,/bjj-classes,https://senseisandy.com/bjj-classes,200_LOCAL,https://senseisandy.com/bjj-classes,0,https://senseisandy.com/bjj-classes,,CTA COMPONENT,"href=""/bjj-classes"""
after-booking-promise.html,Kids BJJ,/bjj-classes/kids-tannersville-ny,https://senseisandy.com/bjj-classes/kids-tannersville-ny,200_LOCAL,https://senseisandy.com/bjj-classes/kids-tannersville-ny,0,https://senseisandy.com/bjj-classes/kids-tannersville-ny,,CTA COMPONENT,"href=""/bjj-classes/kids-tannersville-ny"""
after-booking-promise.html,Teens BJJ,/bjj-classes/teens-tannersville-ny,https://senseisandy.com/bjj-classes/teens-tannersville-ny,200_LOCAL,https://senseisandy.com/bjj-classes/teens-tannersville-ny,0,https://senseisandy.com/bjj-classes/teens-tannersville-ny,,CTA COMPONENT,"href=""/bjj-classes/teens-tannersville-ny"""
after-booking-promise.html,Adult BJJ,/bjj-classes/adults-tannersville-ny,https://senseisandy.com/bjj-classes/adults-tannersville-ny,200_LOCAL,https://senseisandy.com/bjj-classes/adults-tannersville-ny,0,https://senseisandy.com/bjj-classes/adults-tannersville-ny,,CTA COMPONENT,"href=""/bjj-classes/adults-tannersville-ny"""
after-booking-promise.html,Summer BJJ,/bjj-classes/kids-tannersville-ny,https://senseisandy.com/bjj-classes/kids-tannersville-ny,200_LOCAL,https://senseisandy.com/bjj-classes/kids-tannersville-ny,0,https://senseisandy.com/bjj-classes/kids-tannersville-ny,,CTA COMPONENT,"href=""/bjj-classes/kids-tannersville-ny"""
after-booking-promise.html,Private Lessons,/private-lessons,https://senseisandy.com/private-lessons,200_LOCAL,https://senseisandy.com/private-lessons,0,https://senseisandy.com/private-lessons,,CTA COMPONENT,"href=""/private-lessons"""
after-booking-promise.html,Bully Proof,/sensei-bully,https://senseisandy.com/sensei-bully,200_LOCAL,https://senseisandy.com/sensei-bully,0,https://senseisandy.com/sensei-bully,,CTA COMPONENT,"href=""/sensei-bully"""
after-booking-promise.html,How Class Works,/how-class-works,https://senseisandy.com/how-class-works,200_LOCAL,https://senseisandy.com/how-class-works,0,https://senseisandy.com/how-class-works,,CTA COMPONENT,"href=""/how-class-works"""
after-booking-promise.html,Success Stories,/success-stories,https://senseisandy.com/success-stories,200_LOCAL,https://senseisandy.com/success-stories,0,https://senseisandy.com/success-stories,,CTA COMPONENT,"href=""/success-stories"""
after-booking-promise.html,Pricing,/options-pricing,https://senseisandy.com/options-pricing,200_LOCAL,https://senseisandy.com/options-pricing,0,https://senseisandy.com/options-pricing,,CTA COMPONENT,"href=""/options-pricing"""
after-booking-promise.html,Bio,/bio,https://senseisandy.com/bio,200_LOCAL,https://senseisandy.com/bio,0,https://senseisandy.com/bio,,CTA COMPONENT,"href=""/bio"""
after-booking-promise.html,Studio Tour,/sensei-studio,https://senseisandy.com/sensei-studio,200_LOCAL,https://senseisandy.com/sensei-studio,0,https://senseisandy.com/sensei-studio,,CTA COMPONENT,"href=""/sensei-studio"""
after-booking-promise.html,FAQ,/bjj-faqs,https://senseisandy.com/bjj-faqs,200_LOCAL,https://senseisandy.com/bjj-faqs,0,https://senseisandy.com/bjj-faqs,,CTA COMPONENT,"href=""/bjj-faqs"""
after-booking-promise.html,Tannersville,/bjj-classes/tannersville-ny,https://senseisandy.com/bjj-classes/tannersville-ny,200_LOCAL,https://senseisandy.com/bjj-classes/tannersville-ny,0,https://senseisandy.com/bjj-classes/tannersville-ny,,CTA COMPONENT,"href=""/bjj-classes/tannersville-ny"""
after-booking-promise.html,Hunter,/bjj-classes/hunter-ny,https://senseisandy.com/bjj-classes/hunter-ny,200_LOCAL,https://senseisandy.com/bjj-classes/hunter-ny,0,https://senseisandy.com/bjj-classes/hunter-ny,,CTA COMPONENT,"href=""/bjj-classes/hunter-ny"""
after-booking-promise.html,Windham,/bjj-classes/windham-ny,https://senseisandy.com/bjj-classes/windham-ny,200_LOCAL,https://senseisandy.com/bjj-classes/windham-ny,0,https://senseisandy.com/bjj-classes/windham-ny,,CTA COMPONENT,"href=""/bjj-classes/windham-ny"""
after-booking-promise.html,Haines Falls,/bjj-classes/haines-falls-ny,https://senseisandy.com/bjj-classes/haines-falls-ny,200_LOCAL,https://senseisandy.com/bjj-classes/haines-falls-ny,0,https://senseisandy.com/bjj-classes/haines-falls-ny,,CTA COMPONENT,"href=""/bjj-classes/haines-falls-ny"""
after-booking-promise.html,Woodstock,/nearby-towns,https://senseisandy.com/nearby-towns,200_LOCAL,https://senseisandy.com/nearby-towns,0,https://senseisandy.com/nearby-towns,,CTA COMPONENT,"href=""/nearby-towns"""
after-booking-promise.html,Nearby Towns,/nearby-towns,https://senseisandy.com/nearby-towns,200_LOCAL,https://senseisandy.com/nearby-towns,0,https://senseisandy.com/nearby-towns,,CTA COMPONENT,"href=""/nearby-towns"""
after-booking-promise.html,Blog,/blog,https://senseisandy.com/blog,200_LOCAL,https://senseisandy.com/blog,0,https://senseisandy.com/blog,,CTA COMPONENT,"href=""/blog"""
after-booking-promise.html,BJJ Glossary,/bjj-glossary,https://senseisandy.com/bjj-glossary,200_LOCAL,https://senseisandy.com/bjj-glossary,0,https://senseisandy.com/bjj-glossary,,CTA COMPONENT,"href=""/bjj-glossary"""
after-booking-promise.html,BJJ Stretches,/bjj-stretches,https://senseisandy.com/bjj-stretches,200_LOCAL,https://senseisandy.com/bjj-stretches,0,https://senseisandy.com/bjj-stretches,,CTA COMPONENT,"href=""/bjj-stretches"""
after-booking-promise.html,BJJ Videos,,,SKIPPED,,,,empty_or_fake_navigation,CTA COMPONENT,"href="""""
after-booking-promise.html,Sensei Jiu-Jitsu,/sensei-jiu-jitsu,https://senseisandy.com/sensei-jiu-jitsu,200_LOCAL,https://senseisandy.com/sensei-jiu-jitsu,0,https://senseisandy.com/sensei-jiu-jitsu,,CTA COMPONENT,"href=""/sensei-jiu-jitsu"""
after-booking-promise.html,Community Partners,/community-partners,https://senseisandy.com/community-partners,200_LOCAL,https://senseisandy.com/community-partners,0,https://senseisandy.com/community-partners,,CTA COMPONENT,"href=""/community-partners"""
after-booking-promise.html,Hospitality Partners,/partners-hospitality-hunter-windham,https://senseisandy.com/partners-hospitality-hunter-windham,200_LOCAL,https://senseisandy.com/partners-hospitality-hunter-windham,0,https://senseisandy.com/partners-hospitality-hunter-windham,,CTA COMPONENT,"href=""/partners-hospitality-hunter-windham"""
after-booking-promise.html,Wellness Partners,/partners-wellness-pt-referrals,https://senseisandy.com/partners-wellness-pt-referrals,200_LOCAL,https://senseisandy.com/partners-wellness-pt-referrals,0,https://senseisandy.com/partners-wellness-pt-referrals,,CTA COMPONENT,"href=""/partners-wellness-pt-referrals"""
after-booking-promise.html,Call,tel:+19177368649,null+19177368649,EXTERNAL_OR_SKIPPED,,,,,CTA COMPONENT,"href=""tel:+19177368649"" class=""ss-new-footer-contact-link"""
after-booking-promise.html,Text,sms:+19177368649?body=Hi%20Sandy%2C%20I%20have%20a%20question,null+19177368649?body=Hi%20Sandy%2C%20I%20have%20a%20question,EXTERNAL_OR_SKIPPED,,,,,CTA COMPONENT,"href=""sms:+19177368649?body=Hi%20Sandy%2C%20I%20have%20a%20question"" class=""ss-new-footer-contact-link"""
after-booking-promise.html,Email,mailto:sandy@senseisandy.com,nullsandy@senseisandy.com,EXTERNAL_OR_SKIPPED,,,,,CTA COMPONENT,"href=""mailto:sandy@senseisandy.com"" class=""ss-new-footer-contact-link"""
